Word,Attribute Name,Total Occurences,Document Occurences,,,,,,,,,,,,,,,,,,
cakes,cakes,858,696,,,,,,,,,,,,,,,,,,
calamari,calamari,1226,908,,,,,,,,,,,,,,,,,,
cali,cali,110,100,,,,,,,,,,,,,,,,,,
california,california,700,650,,,,,,,,,,,,,,,,,,
call,call,1848,1702,,,,,,,,,,,,,,,,,,
called,called,2030,1788,,,,,,,,,,,,,,,,,,
calling,calling,292,276,,,,,,,,,,,,,,,,,,
calls,calls,106,106,,,,,,,,,,,,,,,,,,
calm,calm,110,110,,,,,,,,,,,,,,,,,,
calories,calories,232,216,,,,,,,,,,,,,,,,,,
calzone,calzone,154,118,,,,,,,,,,,,,,,,,,
campus,campus,228,184,,,,,,,,,,,,,,,,,,
canada,canada,136,128,,,,,,,,,,,,,,,,,,
canadian,canadian,238,214,,,,,,,,,,,,,,,,,,
candy,candy,162,142,,,,,,,,,,,,,,,,,,
cane,cane,150,120,,,,,,,,,,,,,,,,,,
canned,canned,260,238,,,,,,,,,,,,,,,,,,
cannoli,cannoli,130,106,,,,,,,,,,,,,,,,,,
cans,cans,104,102,,,,,,,,,,,,,,,,,,
cant,cant,414,392,,,,,,,,,,,,,,,,,,
cantonese,cantonese,176,144,,,,,,,,,,,,,,,,,,
capers,capers,156,130,,,,,,,,,,,,,,,,,,
cappuccino,cappuccino,142,124,,,,,,,,,,,,,,,,,,
caprese,caprese,212,182,,,,,,,,,,,,,,,,,,
car,car,742,662,,,,,,,,,,,,,,,,,,
caramel,caramel,342,318,,,,,,,,,,,,,,,,,,
caramelized,caramelized,298,276,,,,,,,,,,,,,,,,,,
carb,carb,120,116,,,,,,,,,,,,,,,,,,
carbonara,carbonara,120,106,,,,,,,,,,,,,,,,,,
carbs,carbs,128,120,,,,,,,,,,,,,,,,,,
card,card,942,746,,,,,,,,,,,,,,,,,,
cardboard,cardboard,164,152,,,,,,,,,,,,,,,,,,
cards,cards,310,296,,,,,,,,,,,,,,,,,,
care,care,2242,2142,,,,,,,,,,,,,,,,,,
cared,cared,136,134,,,,,,,,,,,,,,,,,,
careful,careful,226,226,,,,,,,,,,,,,,,,,,
carefully,carefully,126,124,,,,,,,,,,,,,,,,,,
cares,cares,212,212,,,,,,,,,,,,,,,,,,
caribbean,caribbean,156,120,,,,,,,,,,,,,,,,,,
carne,carne,964,710,,,,,,,,,,,,,,,,,,
carnitas,carnitas,280,226,,,,,,,,,,,,,,,,,,
carolina,carolina,142,120,,,,,,,,,,,,,,,,,,
carpaccio,carpaccio,142,114,,,,,,,,,,,,,,,,,,
carrot,carrot,302,274,,,,,,,,,,,,,,,,,,
carrots,carrots,408,358,,,,,,,,,,,,,,,,,,
carry,carry,420,386,,,,,,,,,,,,,,,,,,
cars,cars,160,150,,,,,,,,,,,,,,,,,,
cart,cart,182,150,,,,,,,,,,,,,,,,,,
carte,carte,380,346,,,,,,,,,,,,,,,,,,
casa,casa,136,104,,,,,,,,,,,,,,,,,,
case,case,942,894,,,,,,,,,,,,,,,,,,
cash,cash,948,852,,,,,,,,,,,,,,,,,,
cashew,cashew,128,116,,,,,,,,,,,,,,,,,,
cashier,cashier,674,586,,,,,,,,,,,,,,,,,,
casino,casino,668,582,,,,,,,,,,,,,,,,,,
casual,casual,1232,1184,,,,,,,,,,,,,,,,,,
catch,catch,478,456,,,,,,,,,,,,,,,,,,
cater,cater,158,158,,,,,,,,,,,,,,,,,,
catering,catering,256,222,,,,,,,,,,,,,,,,,,
catfish,catfish,210,162,,,,,,,,,,,,,,,,,,
caught,caught,306,302,,,,,,,,,,,,,,,,,,
cauliflower,cauliflower,196,170,,,,,,,,,,,,,,,,,,
cause,cause,702,642,,,,,,,,,,,,,,,,,,
ceiling,ceiling,214,204,,,,,,,,,,,,,,,,,,
celebrate,celebrate,266,256,,,,,,,,,,,,,,,,,,
celebrating,celebrating,110,108,,,,,,,,,,,,,,,,,,
celebration,celebration,144,142,,,,,,,,,,,,,,,,,,
celery,celery,218,178,,,,,,,,,,,,,,,,,,
cent,cent,126,118,,,,,,,,,,,,,,,,,,
center,center,698,658,,,,,,,,,,,,,,,,,,
central,central,236,230,,,,,,,,,,,,,,,,,,
centre,centre,280,258,,,,,,,,,,,,,,,,,,
cents,cents,202,178,,,,,,,,,,,,,,,,,,
certainly,certainly,1214,1128,,,,,,,,,,,,,,,,,,
certificate,certificate,158,120,,,,,,,,,,,,,,,,,,
ceviche,ceviche,266,198,,,,,,,,,,,,,,,,,,
chai,chai,178,134,,,,,,,,,,,,,,,,,,
chain,chain,1422,1282,,,,,,,,,,,,,,,,,,
chains,chains,300,288,,,,,,,,,,,,,,,,,,
chair,chair,186,172,,,,,,,,,,,,,,,,,,
chairs,chairs,644,594,,,,,,,,,,,,,,,,,,
challenge,challenge,214,200,,,,,,,,,,,,,,,,,,
champagne,champagne,154,138,,,,,,,,,,,,,,,,,,
champaign,champaign,126,102,,,,,,,,,,,,,,,,,,
chance,chance,1198,1158,,,,,,,,,,,,,,,,,,
chances,chances,124,118,,,,,,,,,,,,,,,,,,
chandler,chandler,228,196,,,,,,,,,,,,,,,,,,
change,change,1382,1282,,,,,,,,,,,,,,,,,,
changed,changed,1062,1004,,,,,,,,,,,,,,,,,,
changes,changes,366,354,,,,,,,,,,,,,,,,,,
changing,changing,210,202,,,,,,,,,,,,,,,,,,
char,char,210,184,,,,,,,,,,,,,,,,,,
character,character,162,162,,,,,,,,,,,,,,,,,,
charge,charge,1226,1102,,,,,,,,,,,,,,,,,,
charged,charged,704,638,,,,,,,,,,,,,,,,,,
charging,charging,190,182,,,,,,,,,,,,,,,,,,
charlotte,charlotte,900,796,,,,,,,,,,,,,,,,,,
charm,charm,238,234,,,,,,,,,,,,,,,,,,
charming,charming,336,314,,,,,,,,,,,,,,,,,,
charred,charred,212,198,,,,,,,,,,,,,,,,,,
chat,chat,326,316,,,,,,,,,,,,,,,,,,
chatting,chatting,154,154,,,,,,,,,,,,,,,,,,
che,che,496,442,,,,,,,,,,,,,,,,,,
cheap,cheap,3364,3032,,,,,,,,,,,,,,,,,,
cheaper,cheaper,672,640,,,,,,,,,,,,,,,,,,
cheapest,cheapest,138,138,,,,,,,,,,,,,,,,,,
check,check,3994,3542,,,,,,,,,,,,,,,,,,
checked,checked,722,698,,,,,,,,,,,,,,,,,,
checking,checking,664,654,,,,,,,,,,,,,,,,,,
checks,checks,172,150,,,,,,,,,,,,,,,,,,
cheddar,cheddar,456,414,,,,,,,,,,,,,,,,,,
cheerful,cheerful,150,150,,,,,,,,,,,,,,,,,,
cheese,cheese,11408,8182,,,,,,,,,,,,,,,,,,
cheeseburger,cheeseburger,414,362,,,,,,,,,,,,,,,,,,
cheesecake,cheesecake,550,458,,,,,,,,,,,,,,,,,,
cheeses,cheeses,258,230,,,,,,,,,,,,,,,,,,
cheesesteak,cheesesteak,188,144,,,,,,,,,,,,,,,,,,
cheesy,cheesy,462,442,,,,,,,,,,,,,,,,,,
chef,chef,2512,2084,,,,,,,,,,,,,,,,,,
chefs,chefs,536,492,,,,,,,,,,,,,,,,,,
cher,cher,112,112,,,,,,,,,,,,,,,,,,
cherry,cherry,436,390,,,,,,,,,,,,,,,,,,
chew,chew,164,164,,,,,,,,,,,,,,,,,,
chewy,chewy,822,780,,,,,,,,,,,,,,,,,,
chic,chic,214,214,,,,,,,,,,,,,,,,,,
chicago,chicago,808,602,,,,,,,,,,,,,,,,,,
chick,chick,214,190,,,,,,,,,,,,,,,,,,
child,child,286,268,,,,,,,,,,,,,,,,,,
children,children,380,338,,,,,,,,,,,,,,,,,,
chile,chile,442,336,,,,,,,,,,,,,,,,,,
chili,chili,1450,1148,,,,,,,,,,,,,,,,,,
chill,chill,364,348,,,,,,,,,,,,,,,,,,
chilled,chilled,168,160,,,,,,,,,,,,,,,,,,
chilli,chilli,332,270,,,,,,,,,,,,,,,,,,
chilly,chilly,122,122,,,,,,,,,,,,,,,,,,
chimichanga,chimichanga,122,112,,,,,,,,,,,,,,,,,,
china,china,384,334,,,,,,,,,,,,,,,,,,
chinatown,chinatown,204,186,,,,,,,,,,,,,,,,,,
chinese,chinese,3886,2724,,,,,,,,,,,,,,,,,,
chip,chip,352,318,,,,,,,,,,,,,,,,,,
chipotle,chipotle,1010,736,,,,,,,,,,,,,,,,,,
chips,chips,3836,3010,,,,,,,,,,,,,,,,,,
chocolate,chocolate,2526,1812,,,,,,,,,,,,,,,,,,
choice,choice,2732,2516,,,,,,,,,,,,,,,,,,
choices,choices,1736,1610,,,,,,,,,,,,,,,,,,
choix,choix,126,114,,,,,,,,,,,,,,,,,,
choose,choose,1786,1676,,,,,,,,,,,,,,,,,,
choosing,choosing,110,106,,,,,,,,,,,,,,,,,,
chop,chop,476,322,,,,,,,,,,,,,,,,,,
chopped,chopped,442,410,,,,,,,,,,,,,,,,,,
chops,chops,358,298,,,,,,,,,,,,,,,,,,
chopsticks,chopsticks,124,118,,,,,,,,,,,,,,,,,,
chorizo,chorizo,630,518,,,,,,,,,,,,,,,,,,
chose,chose,1088,1016,,,,,,,,,,,,,,,,,,
chosen,chosen,122,116,,,,,,,,,,,,,,,,,,
chow,chow,448,382,,,,,,,,,,,,,,,,,,
chowder,chowder,268,182,,,,,,,,,,,,,,,,,,
chris,chris,166,134,,,,,,,,,,,,,,,,,,
christmas,christmas,300,258,,,,,,,,,,,,,,,,,,
chte,chte,120,110,,,,,,,,,,,,,,,,,,
chunk,chunk,108,106,,,,,,,,,,,,,,,,,,
chunks,chunks,474,440,,,,,,,,,,,,,,,,,,
chunky,chunky,140,130,,,,,,,,,,,,,,,,,,
church,church,308,272,,,,,,,,,,,,,,,,,,
chutney,chutney,134,114,,,,,,,,,,,,,,,,,,
ciabatta,ciabatta,110,104,,,,,,,,,,,,,,,,,,
cider,cider,134,124,,,,,,,,,,,,,,,,,,
cilantro,cilantro,378,344,,,,,,,,,,,,,,,,,,
cinnamon,cinnamon,328,298,,,,,,,,,,,,,,,,,,
circus,circus,354,160,,,,,,,,,,,,,,,,,,
citrus,citrus,170,162,,,,,,,,,,,,,,,,,,
city,city_0,1702,1554,,,,,,,,,,,,,,,,,,
claim,claim,114,110,,,,,,,,,,,,,,,,,,
clam,clam,256,200,,,,,,,,,,,,,,,,,,
clams,clams,294,228,,,,,,,,,,,,,,,,,,
class,class,462,412,,,,,,,,,,,,,,,,,,
classic,classic,896,826,,,,,,,,,,,,,,,,,,
classy,classy,360,336,,,,,,,,,,,,,,,,,,
clean,clean,4504,4228,,,,,,,,,,,,,,,,,,
cleaned,cleaned,308,284,,,,,,,,,,,,,,,,,,
cleaner,cleaner,134,126,,,,,,,,,,,,,,,,,,
cleaning,cleaning,258,242,,,,,,,,,,,,,,,,,,
cleanliness,cleanliness,218,206,,,,,,,,,,,,,,,,,,
clear,clear,628,594,,,,,,,,,,,,,,,,,,
cleared,cleared,152,140,,,,,,,,,,,,,,,,,,
clearly,clearly,698,664,,,,,,,,,,,,,,,,,,
cleveland,cleveland,694,614,,,,,,,,,,,,,,,,,,
clientele,clientele,172,172,,,,,,,,,,,,,,,,,,
clients,clients,134,126,,,,,,,,,,,,,,,,,,
closed,closed,1658,1496,,,,,,,,,,,,,,,,,,
closer,closer,438,430,,,,,,,,,,,,,,,,,,
closest,closest,330,326,,,,,,,,,,,,,,,,,,
closing,closing,462,414,,,,,,,,,,,,,,,,,,
clothes,clothes,122,116,,,,,,,,,,,,,,,,,,
club,club,856,684,,,,,,,,,,,,,,,,,,
clue,clue,176,174,,,,,,,,,,,,,,,,,,
coast,coast,270,224,,,,,,,,,,,,,,,,,,
coated,coated,118,114,,,,,,,,,,,,,,,,,,
coating,coating,134,126,,,,,,,,,,,,,,,,,,
cobbler,cobbler,134,102,,,,,,,,,,,,,,,,,,
cocktail,cocktail,742,634,,,,,,,,,,,,,,,,,,
cocktails,cocktails,962,822,,,,,,,,,,,,,,,,,,
coconut,coconut,860,720,,,,,,,,,,,,,,,,,,
cod,cod,284,228,,,,,,,,,,,,,,,,,,
code,code,144,128,,,,,,,,,,,,,,,,,,
coffee,coffee,4556,3204,,,,,,,,,,,,,,,,,,
coffees,coffees,138,130,,,,,,,,,,,,,,,,,,
coke,coke,398,326,,,,,,,,,,,,,,,,,,
cold,cold,3546,3002,,,,,,,,,,,,,,,,,,
cole,cole,296,258,,,,,,,,,,,,,,,,,,
coleslaw,coleslaw,470,404,,,,,,,,,,,,,,,,,,
colleagues,colleagues,148,130,,,,,,,,,,,,,,,,,,
college,college,450,400,,,,,,,,,,,,,,,,,,
color,color,278,258,,,,,,,,,,,,,,,,,,
colorful,colorful,118,118,,,,,,,,,,,,,,,,,,
colors,colors,102,100,,,,,,,,,,,,,,,,,,
com,com,496,410,,,,,,,,,,,,,,,,,,
combination,combination,910,844,,,,,,,,,,,,,,,,,,
combinations,combinations,202,200,,,,,,,,,,,,,,,,,,
combined,combined,168,166,,,,,,,,,,,,,,,,,,
combo,combo,1458,1312,,,,,,,,,,,,,,,,,,
combos,combos,280,262,,,,,,,,,,,,,,,,,,
comes,comes,3316,3062,,,,,,,,,,,,,,,,,,
comfort,comfort,448,442,,,,,,,,,,,,,,,,,,
comfortable,comfortable,1026,986,,,,,,,,,,,,,,,,,,
comforting,comforting,110,108,,,,,,,,,,,,,,,,,,
comfy,comfy,250,246,,,,,,,,,,,,,,,,,,
coming,coming,4372,4160,,,,,,,,,,,,,,,,,,
comme,comme,184,146,,,,,,,,,,,,,,,,,,
comment,comment,476,466,,,,,,,,,,,,,,,,,,
commented,commented,108,104,,,,,,,,,,,,,,,,,,
comments,comments,168,164,,,,,,,,,,,,,,,,,,
common,common,238,228,,,,,,,,,,,,,,,,,,
community,community,236,218,,,,,,,,,,,,,,,,,,
comp,comp,130,118,,,,,,,,,,,,,,,,,,
companion,companion,196,172,,,,,,,,,,,,,,,,,,
companions,companions,126,116,,,,,,,,,,,,,,,,,,
company,company,518,492,,,,,,,,,,,,,,,,,,
comparable,comparable,268,268,,,,,,,,,,,,,,,,,,
compare,compare,450,444,,,,,,,,,,,,,,,,,,
compared,compared,872,846,,,,,,,,,,,,,,,,,,
comparing,comparing,108,102,,,,,,,,,,,,,,,,,,
comparison,comparison,272,264,,,,,,,,,,,,,,,,,,
comped,comped,144,136,,,,,,,,,,,,,,,,,,
competition,competition,218,206,,,,,,,,,,,,,,,,,,
complain,complain,710,698,,,,,,,,,,,,,,,,,,
complained,complained,220,214,,,,,,,,,,,,,,,,,,
complaining,complaining,204,202,,,,,,,,,,,,,,,,,,
complaint,complaint,1008,984,,,,,,,,,,,,,,,,,,
complaints,complaints,710,690,,,,,,,,,,,,,,,,,,
complementary,complementary,124,118,,,,,,,,,,,,,,,,,,
complete,complete,460,456,,,,,,,,,,,,,,,,,,
completely,completely,1406,1328,,,,,,,,,,,,,,,,,,
complex,complex,218,208,,,,,,,,,,,,,,,,,,
compliment,compliment,232,228,,,,,,,,,,,,,,,,,,
complimentary,complimentary,596,568,,,,,,,,,,,,,,,,,,
complimented,complimented,148,144,,,,,,,,,,,,,,,,,,
con,con,190,168,,,,,,,,,,,,,,,,,,
concept,concept,590,550,,,,,,,,,,,,,,,,,,
concern,concern,118,108,,,,,,,,,,,,,,,,,,
concerned,concerned,214,212,,,,,,,,,,,,,,,,,,
concert,concert,124,102,,,,,,,,,,,,,,,,,,
conclusion,conclusion,118,118,,,,,,,,,,,,,,,,,,
concoction,concoction,104,102,,,,,,,,,,,,,,,,,,
condiments,condiments,288,268,,,,,,,,,,,,,,,,,,
confirm,confirm,112,112,,,,,,,,,,,,,,,,,,
confit,confit,186,164,,,,,,,,,,,,,,,,,,
confused,confused,292,284,,,,,,,,,,,,,,,,,,
confusing,confusing,180,180,,,,,,,,,,,,,,,,,,
congee,congee,224,128,,,,,,,,,,,,,,,,,,
consider,consider,568,548,,,,,,,,,,,,,,,,,,
considered,considered,172,170,,,,,,,,,,,,,,,,,,
consisted,consisted,268,256,,,,,,,,,,,,,,,,,,
consistency,consistency,438,418,,,,,,,,,,,,,,,,,,
consistent,consistent,720,710,,,,,,,,,,,,,,,,,,
consistently,consistently,778,748,,,,,,,,,,,,,,,,,,
consists,consists,120,118,,,,,,,,,,,,,,,,,,
constant,constant,114,110,,,,,,,,,,,,,,,,,,
constantly,constantly,320,314,,,,,,,,,,,,,,,,,,
construction,construction,110,104,,,,,,,,,,,,,,,,,,
contact,contact,180,174,,,,,,,,,,,,,,,,,,
contained,contained,106,102,,,,,,,,,,,,,,,,,,
container,container,412,376,,,,,,,,,,,,,,,,,,
containers,containers,188,170,,,,,,,,,,,,,,,,,,
content,content,134,134,,,,,,,,,,,,,,,,,,
continue,continue,452,446,,,,,,,,,,,,,,,,,,
continued,continued,172,164,,,,,,,,,,,,,,,,,,
contrast,contrast,104,104,,,,,,,,,,,,,,,,,,
control,control,154,150,,,,,,,,,,,,,,,,,,
convenience,convenience,190,186,,,,,,,,,,,,,,,,,,
convenient,convenient,638,630,,,,,,,,,,,,,,,,,,
conveniently,conveniently,188,186,,,,,,,,,,,,,,,,,,
conversation,conversation,634,608,,,,,,,,,,,,,,,,,,
conversations,conversations,104,104,,,,,,,,,,,,,,,,,,
convinced,convinced,144,142,,,,,,,,,,,,,,,,,,
cook,cook,1542,1386,,,,,,,,,,,,,,,,,,
cooked,cooked,5546,4850,,,,,,,,,,,,,,,,,,
cookie,cookie,506,414,,,,,,,,,,,,,,,,,,
cookies,cookies,612,444,,,,,,,,,,,,,,,,,,
cooking,cooking,1056,978,,,,,,,,,,,,,,,,,,
cooks,cooks,368,354,,,,,,,,,,,,,,,,,,
cool,cool_0,2568,2370,,,,,,,,,,,,,,,,,,
cooler,cooler,146,136,,,,,,,,,,,,,,,,,,
cor,cor,294,282,,,,,,,,,,,,,,,,,,
corn,corn,1604,1290,,,,,,,,,,,,,,,,,,
cornbread,cornbread,250,210,,,,,,,,,,,,,,,,,,
corned,corned,440,320,,,,,,,,,,,,,,,,,,
corner,corner,1016,994,,,,,,,,,,,,,,,,,,
corporate,corporate,244,220,,,,,,,,,,,,,,,,,,
correct,correct,476,454,,,,,,,,,,,,,,,,,,
correctly,correctly,240,238,,,,,,,,,,,,,,,,,,
cosmo,cosmo,200,170,,,,,,,,,,,,,,,,,,
cosmopolitan,cosmopolitan,256,246,,,,,,,,,,,,,,,,,,
cost,cost,1152,1070,,,,,,,,,,,,,,,,,,
costs,costs,330,326,,,,,,,,,,,,,,,,,,
cosy,cosy,152,142,,,,,,,,,,,,,,,,,,
couldnt,couldnt,118,104,,,,,,,,,,,,,,,,,,
count,count,206,202,,,,,,,,,,,,,,,,,,
counter,counter,1886,1668,,,,,,,,,,,,,,,,,,
country,country,578,534,,,,,,,,,,,,,,,,,,
couple,couple,3452,3226,,,,,,,,,,,,,,,,,,
couples,couples,184,176,,,,,,,,,,,,,,,,,,
coupon,coupon,650,492,,,,,,,,,,,,,,,,,,
coupons,coupons,310,282,,,,,,,,,,,,,,,,,,
course,course,2878,2426,,,,,,,,,,,,,,,,,,
courses,courses,462,388,,,,,,,,,,,,,,,,,,
court,court,618,504,,,,,,,,,,,,,,,,,,
courteous,courteous,436,436,,,,,,,,,,,,,,,,,,
couscous,couscous,148,108,,,,,,,,,,,,,,,,,,
cousin,cousin,230,194,,,,,,,,,,,,,,,,,,
cover,cover,290,262,,,,,,,,,,,,,,,,,,
covered,covered,828,772,,,,,,,,,,,,,,,,,,
covers,covers,116,108,,,,,,,,,,,,,,,,,,
cow,cow,182,174,,,,,,,,,,,,,,,,,,
coworker,coworker,120,110,,,,,,,,,,,,,,,,,,
coworkers,coworkers,244,222,,,,,,,,,,,,,,,,,,
cozy,cozy,938,926,,,,,,,,,,,,,,,,,,
crab,crab,2234,1566,,,,,,,,,,,,,,,,,,
crack,crack,160,144,,,,,,,,,,,,,,,,,,
cracked,cracked,184,160,,,,,,,,,,,,,,,,,,
cracker,cracker,116,110,,,,,,,,,,,,,,,,,,
craft,craft,386,326,,,,,,,,,,,,,,,,,,
cramped,cramped,208,202,,,,,,,,,,,,,,,,,,
cranberry,cranberry,208,194,,,,,,,,,,,,,,,,,,
crap,crap,454,424,,,,,,,,,,,,,,,,,,
crappy,crappy,286,266,,,,,,,,,,,,,,,,,,
crave,crave,336,334,,,,,,,,,,,,,,,,,,
craving,craving,1464,1404,,,,,,,,,,,,,,,,,,
cravings,cravings,168,166,,,,,,,,,,,,,,,,,,
crawfish,crawfish,198,134,,,,,,,,,,,,,,,,,,
crazy,crazy,944,906,,,,,,,,,,,,,,,,,,
cream,cream,3800,2952,,,,,,,,,,,,,,,,,,
creamy,creamy,1190,1070,,,,,,,,,,,,,,,,,,
create,create,220,218,,,,,,,,,,,,,,,,,,
created,created,154,152,,,,,,,,,,,,,,,,,,
creative,creative,502,478,,,,,,,,,,,,,,,,,,
credit,credit,664,582,,,,,,,,,,,,,,,,,,
creek,creek,116,108,,,,,,,,,,,,,,,,,,
creme,creme,544,434,,,,,,,,,,,,,,,,,,
crepe,crepe,548,322,,,,,,,,,,,,,,,,,,
crepes,crepes,570,396,,,,,,,,,,,,,,,,,,
crew,crew,170,156,,,,,,,,,,,,,,,,,,
crisp,crisp,822,780,,,,,,,,,,,,,,,,,,
crispy,crispy,3120,2748,,,,,,,,,,,,,,,,,,
croissant,croissant,248,196,,,,,,,,,,,,,,,,,,
croissants,croissants,124,114,,,,,,,,,,,,,,,,,,
cross,cross,186,178,,,,,,,,,,,,,,,,,,
croutons,croutons,120,112,,,,,,,,,,,,,,,,,,
crowd,crowd,908,856,,,,,,,,,,,,,,,,,,
crowded,crowded,1024,1004,,,,,,,,,,,,,,,,,,
crowds,crowds,166,164,,,,,,,,,,,,,,,,,,
crunch,crunch,388,364,,,,,,,,,,,,,,,,,,
crunchy,crunchy,874,814,,,,,,,,,,,,,,,,,,
crust,crust,2040,1674,,,,,,,,,,,,,,,,,,
crusted,crusted,154,146,,,,,,,,,,,,,,,,,,
crusty,crusty,130,124,,,,,,,,,,,,,,,,,,
crã,crã,164,144,,,,,,,,,,,,,,,,,,
cuban,cuban,166,118,,,,,,,,,,,,,,,,,,
cubes,cubes,116,114,,,,,,,,,,,,,,,,,,
cucumber,cucumber,482,436,,,,,,,,,,,,,,,,,,
cucumbers,cucumbers,154,144,,,,,,,,,,,,,,,,,,
cuisine,cuisine,1310,1180,,,,,,,,,,,,,,,,,,
culinary,culinary,180,172,,,,,,,,,,,,,,,,,,
culture,culture,122,112,,,,,,,,,,,,,,,,,,
cup,cup,1262,1092,,,,,,,,,,,,,,,,,,
cupcakes,cupcakes,250,144,,,,,,,,,,,,,,,,,,
cups,cups,452,408,,,,,,,,,,,,,,,,,,
curds,curds,356,276,,,,,,,,,,,,,,,,,,
curious,curious,182,178,,,,,,,,,,,,,,,,,,
current,current,164,164,,,,,,,,,,,,,,,,,,
currently,currently,158,154,,,,,,,,,,,,,,,,,,
curries,curries,244,216,,,,,,,,,,,,,,,,,,
curry,curry,2448,1718,,,,,,,,,,,,,,,,,,
custard,custard,150,130,,,,,,,,,,,,,,,,,,
custom,custom,180,172,,,,,,,,,,,,,,,,,,
customer,customer,3418,3028,,,,,,,,,,,,,,,,,,
customers,customers,2202,1990,,,,,,,,,,,,,,,,,,
customize,customize,114,114,,,,,,,,,,,,,,,,,,
cut,cut,1878,1692,,,,,,,,,,,,,,,,,,
cute,cute,1338,1270,,,,,,,,,,,,,,,,,,
cuts,cuts,250,224,,,,,,,,,,,,,,,,,,
cutting,cutting,148,144,,,,,,,,,,,,,,,,,,
cuz,cuz,276,246,,,,,,,,,,,,,,,,,,
dad,dad,452,362,,,,,,,,,,,,,,,,,,
dafã,dafã,166,154,,,,,,,,,,,,,,,,,,
daily,daily,864,816,,,,,,,,,,,,,,,,,,
dairy,dairy,200,160,,,,,,,,,,,,,,,,,,
damn,damn,682,648,,,,,,,,,,,,,,,,,,
dance,dance,234,206,,,,,,,,,,,,,,,,,,
dancing,dancing,188,170,,,,,,,,,,,,,,,,,,
dann,dann,556,370,,,,,,,,,,,,,,,,,,
dans,dans,424,282,,,,,,,,,,,,,,,,,,
dark,dark,960,902,,,,,,,,,,,,,,,,,,
darn,darn,292,284,,,,,,,,,,,,,,,,,,
das,das,3928,1664,,,,,,,,,,,,,,,,,,
dass,dass,618,418,,,,,,,,,,,,,,,,,,
date,date_0,1558,1410,,,,,,,,,,,,,,,,,,
dated,dated,140,134,,,,,,,,,,,,,,,,,,
dates,dates,242,206,,,,,,,,,,,,,,,,,,
daughter,daughter,832,696,,,,,,,,,,,,,,,,,,
dave,dave,196,136,,,,,,,,,,,,,,,,,,
day,day,6836,5998,,,,,,,,,,,,,,,,,,
days,days,1690,1602,,,,,,,,,,,,,,,,,,
dazu,dazu,260,228,,,,,,,,,,,,,,,,,,
dead,dead,356,344,,,,,,,,,,,,,,,,,,
deal,deal,2292,2106,,,,,,,,,,,,,,,,,,
deals,deals,426,400,,,,,,,,,,,,,,,,,,
debit,debit,142,128,,,,,,,,,,,,,,,,,,
decadent,decadent,164,158,,,,,,,,,,,,,,,,,,
decent,decent,4848,4348,,,,,,,,,,,,,,,,,,
decently,decently,172,170,,,,,,,,,,,,,,,,,,
decide,decide,526,508,,,,,,,,,,,,,,,,,,
decided,decided,4328,3854,,,,,,,,,,,,,,,,,,
deciding,deciding,166,164,,,,,,,,,,,,,,,,,,
decision,decision,254,252,,,,,,,,,,,,,,,,,,
deck,deck,124,112,,,,,,,,,,,,,,,,,,
decor,decor,3448,3310,,,,,,,,,,,,,,,,,,
decorated,decorated,448,438,,,,,,,,,,,,,,,,,,
decoration,decoration,120,118,,,,,,,,,,,,,,,,,,
decorations,decorations,168,164,,,,,,,,,,,,,,,,,,
deep,deep,1404,1202,,,,,,,,,,,,,,,,,,
def,def,406,380,,,,,,,,,,,,,,,,,,
defiantly,defiantly,130,124,,,,,,,,,,,,,,,,,,
definately,definately,186,172,,,,,,,,,,,,,,,,,,
definite,definite,198,194,,,,,,,,,,,,,,,,,,
degree,degree,118,118,,,,,,,,,,,,,,,,,,
degrees,degrees,144,128,,,,,,,,,,,,,,,,,,
del,del,178,146,,,,,,,,,,,,,,,,,,
delay,delay,106,100,,,,,,,,,,,,,,,,,,
delectable,delectable,184,182,,,,,,,,,,,,,,,,,,
deli,deli,656,538,,,,,,,,,,,,,,,,,,
delicate,delicate,198,188,,,,,,,,,,,,,,,,,,
deliciously,deliciously,160,156,,,,,,,,,,,,,,,,,,
deliciousness,deliciousness,222,214,,,,,,,,,,,,,,,,,,
delight,delight,310,302,,,,,,,,,,,,,,,,,,
delighted,delighted,128,128,,,,,,,,,,,,,,,,,,
delightful,delightful,392,390,,,,,,,,,,,,,,,,,,
delish,delish,712,688,,,,,,,,,,,,,,,,,,
deliver,deliver,686,644,,,,,,,,,,,,,,,,,,
delivered,delivered,880,826,,,,,,,,,,,,,,,,,,
delivers,delivers,154,152,,,,,,,,,,,,,,,,,,
delivery,delivery,2122,1616,,,,,,,,,,,,,,,,,,
dem,dem,976,684,,,,,,,,,,,,,,,,,,
den,den,1606,974,,,,,,,,,,,,,,,,,,
denn,denn,150,130,,,,,,,,,,,,,,,,,,
denny,denny,180,148,,,,,,,,,,,,,,,,,,
dense,dense,198,190,,,,,,,,,,,,,,,,,,
dente,dente,160,158,,,,,,,,,,,,,,,,,,
department,department,132,126,,,,,,,,,,,,,,,,,,
depending,depending,336,332,,,,,,,,,,,,,,,,,,
depends,depends,134,132,,,,,,,,,,,,,,,,,,
der,der,4312,1744,,,,,,,,,,,,,,,,,,
des,des,1136,706,,,,,,,,,,,,,,,,,,
describe,describe,322,316,,,,,,,,,,,,,,,,,,
described,described,200,182,,,,,,,,,,,,,,,,,,
description,description,236,228,,,,,,,,,,,,,,,,,,
